,id,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA,geometry
1707,3056213,31168,WAIPAROUS,AB,ALBERTA,ALBERTA,CAN,511658070,-1145041040,MST,1283.00,3056213,,,Climate-Staffed,,1.0,9.0,,,,,2001-07-01T00:00:00,2004-07-31T00:00:00,,,2001-07-01T00:00:00,2004-07-31T00:00:00,2001-07-01T00:00:00,2004-07-01T00:00:00,Y,N,N,POINT (-114.8447333333333 51.28279722222222)
1708,10433B0,310,HALFMOON BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493100000,-1235400000,PST,61.00,10433B0,,,N/A,G,1.0,9.0,,,,,1973-01-01T00:00:00,1973-12-01T00:00:00,,,1973-04-01T00:00:00,1973-10-31T00:00:00,1973-01-01T00:00:00,1973-12-01T00:00:00,Y,N,N,POINT (-123.9 49.51666666666667)
1709,1043321,312,HALFMOON BAY MIDDLE PT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493500000,-1240000000,PST,91.40,1043321,,,N/A,,1.0,9.0,,,,,1961-01-01T00:00:00,1963-12-01T00:00:00,,,1961-05-01T00:00:00,1963-09-30T00:00:00,1961-01-01T00:00:00,1963-12-01T00:00:00,Y,N,N,POINT (-124 49.58333333333334)
1710,1046360,325,POWELL LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500600000,-1242800000,PST,76.20,1046360,,,N/A,,1.0,9.0,,,,,1954-01-01T00:00:00,1954-12-01T00:00:00,,,1954-02-01T00:00:00,1954-09-30T00:00:00,1954-01-01T00:00:00,1954-12-01T00:00:00,Y,N,N,POINT (-124.4666666666667 50.1)
1711,1047176,334,SECHELT SANDY HOOK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493200000,-1234600000,PST,125.00,1047176,,,N/A,G,1.0,9.0,,,,,1987-01-01T00:00:00,1987-12-01T00:00:00,,,1987-01-01T00:00:00,1987-11-30T00:00:00,1987-01-01T00:00:00,1987-12-01T00:00:00,Y,N,N,POINT (-123.7666666666667 49.53333333333333)
1712,1125907,1045,OYAMA,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500651000,-1192200700,PST,440.00,1125907,,,Climate-Staffed,D,1.0,5.0,,,,,1965-01-01T00:00:00,1997-10-31T00:00:00,,,1965-06-01T00:00:00,1997-10-31T00:00:00,1965-01-01T00:00:00,1997-10-01T00:00:00,Y,N,N,POINT (-119.3668611111111 50.11416666666667)
1713,1126160,1054,PENTICTON SEWAGE PLANT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493000000,-1193600000,PST,344.10,1126160,,,N/A,,1.0,9.0,,,,,1954-01-01T00:00:00,1969-12-01T00:00:00,,,1954-10-01T00:00:00,1969-11-30T00:00:00,1954-01-01T00:00:00,1969-12-01T00:00:00,Y,N,N,POINT (-119.6 49.5)
1714,1127798,1061,SUMMERLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493600000,-1194000000,PST,335.30,1127798,,,N/A,,1.0,9.0,,,,,1907-01-01T00:00:00,1923-12-01T00:00:00,,,1907-07-01T00:00:00,1923-06-30T00:00:00,1907-01-01T00:00:00,1923-12-01T00:00:00,Y,N,N,POINT (-119.6666666666667 49.6)
1715,1128583,1069,VERNON NORTH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,502039600,-1191617000,PST,538.00,1128583,,,Climate-Staffed,E,1.0,6.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1990-01-01T00:00:00,2020-04-12T00:00:00,,,1990-07-01T00:00:00,2020-04-12T00:00:00,1990-01-01T00:00:00,2007-02-01T00:00:00,Y,N,N,POINT (-119.2713888888889 50.34433333333333)
1716,1128759,1073,WESTBANK IRRIGATION,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495000000,-1193800000,PST,420.90,1128759,,,N/A,G,1.0,8.0,,,,,1983-01-01T00:00:00,1986-12-01T00:00:00,,,1983-08-01T00:00:00,1986-08-31T00:00:00,1983-01-01T00:00:00,1986-12-01T00:00:00,Y,N,N,POINT (-119.6333333333333 49.83333333333334)
1717,1130975,1081,BRIDESVILLE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490300000,-1191000000,PST,1187.00,1130975,,,N/A,F,1.0,7.0,,,,,1957-01-01T00:00:00,1994-12-01T00:00:00,,,1957-07-01T00:00:00,1994-10-31T00:00:00,1957-01-01T00:00:00,1994-12-01T00:00:00,Y,N,N,POINT (-119.1666666666667 49.05)
1718,1101318,47833,CALLAGHAN VALLEY LOW LEVEL,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500823002,-1230701003,PST,838.00,1101318,,,Climate-Auto,,,,,,,,2009-01-20T00:00:00,2010-07-08T13:15:00,2009-01-20T08:00:00,2010-07-08T13:15:00,2009-01-20T00:00:00,2010-07-08T00:00:00,,,Y,N,N,POINT (-123.1169452777778 50.13972277777778)
1719,2101310,48168,WHITEHORSE AUTO,YT,YUKON TERRITORY,YUKON,CAN,604359000,-1350552000,PST,707.00,2101310,VXY,71773,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2009-09-11T00:00:00,2024-03-19T12:30:01,2009-09-11T08:00:00,2024-03-19T12:30:01,2009-09-11T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-135.0977777777778 60.73305555555555)
1720,1057052,48648,SANDSPIT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,531515000,-1314850000,PST,6.40,1057052,YZP,71111,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2010-06-03T00:00:00,2024-03-19T12:30:01,2010-06-03T11:00:00,2024-03-19T12:30:01,2010-06-03T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-131.8138888888889 53.25416666666667)
1721,1176745,49492,REVELSTOKE A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,505800000,-1181100000,PST,444.70,1176745,YRV,71685,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2011-10-17T07:00:00,2024-03-19T12:30:01,2011-10-17T07:00:00,2024-03-19T12:30:01,2011-10-20T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-118.1833333333333 50.96666666666667)
1722,3075160,31468,PEORIA AGDM,AB,ALBERTA,ALBERTA,CAN,553716005,-1181735001,MST,621.20,3075160,XPA,71348,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,1994-09-19T03:21:00,2024-03-19T12:30:01,1994-09-19T03:21:00,2024-03-19T12:30:01,2002-02-01T00:00:00,2024-03-19T00:00:00,2002-02-01T00:00:00,2007-11-01T00:00:00,Y,N,N,POINT (-118.2930558333333 55.6211125)
1723,2403756,32148,STEFANSSON ISLAND,NU,NUNAVUT,NUNAVUT,CAN,734556500,-1051744000,MST,11.00,2403756,XSE,71017,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-08-01T00:00:00,2024-03-19T12:30:01,2002-10-30T08:00:00,2024-03-19T12:30:01,2002-08-01T00:00:00,2024-03-19T00:00:00,2002-09-01T00:00:00,2007-08-01T00:00:00,Y,N,Y,POINT (-105.2955555555556 73.76569444444445)
1724,3060406,32231,ATMORE AGDM,AB,ALBERTA,ALBERTA,CAN,544654000,-1124930000,MST,574.00,3060406,XAJ,71287,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,1992-03-04T01:21:00,2024-03-19T12:30:01,1992-03-04T01:21:00,2024-03-19T12:30:01,2002-11-01T00:00:00,2024-03-19T00:00:00,2003-01-01T00:00:00,2007-11-01T00:00:00,Y,N,N,POINT (-112.825 54.78166666666667)
1725,3063165,32274,HIGH PRAIRIE AGDM,AB,ALBERTA,ALBERTA,CAN,552345001,-1162846008,MST,601.70,3063165,XHP,71226,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2002-12-01T00:00:00,2024-03-19T12:30:01,2002-12-18T15:00:00,2024-03-19T12:30:01,2002-12-01T00:00:00,2024-03-19T00:00:00,2002-12-01T00:00:00,2007-11-01T00:00:00,Y,N,N,POINT (-116.4794466666667 55.39583361111111)
1726,1047672,342,SQUAMISH UPPER,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495345000,-1231653000,PST,46.00,1047672,,,Climate-Staffed,D,1.0,5.0,,,,,1979-01-01T00:00:00,2010-02-01T00:00:00,,,1979-05-01T00:00:00,2010-02-01T00:00:00,1979-01-01T00:00:00,2007-02-01T00:00:00,Y,N,N,POINT (-123.2813888888889 49.89583333333334)
1727,105PA91,351,SEWALL MASSET INLET,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,534549200,-1321757000,PST,3.00,105PA91,,,Climate-Staffed,D,1.0,5.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1974-01-01T00:00:00,2017-05-31T00:00:00,,,1974-07-01T00:00:00,2017-05-31T00:00:00,1974-01-01T00:00:00,2007-02-01T00:00:00,Y,N,N,POINT (-132.2991666666667 53.76366666666667)
1728,10549BN,359,MASSET CFS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,540200000,-1320400000,PST,12.20,10549BN,,,N/A,F,1.0,7.0,,,,,1971-01-01T00:00:00,1981-12-01T00:00:00,,,1971-11-01T00:00:00,1981-02-28T00:00:00,1971-01-01T00:00:00,1981-12-01T00:00:00,Y,N,N,POINT (-132.0666666666667 54.03333333333333)
1729,1054925,361,MASSET A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,540000000,-1321000000,PST,12.80,1054925,,,N/A,,1.0,9.0,,,,,1944-01-01T00:00:00,2016-06-12T00:00:00,,,1944-10-01T00:00:00,2016-06-12T00:00:00,1944-01-01T00:00:00,1949-12-01T00:00:00,Y,N,N,POINT (-132.1666666666667 54)
1730,1058003,369,TASU SOUND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,524600000,-1320300000,PST,15.20,1058003,,,N/A,F,1.0,7.0,,,,,1963-01-01T00:00:00,1984-12-01T00:00:00,,,1963-01-01T00:00:00,1984-10-31T00:00:00,1963-01-01T00:00:00,1984-12-01T00:00:00,Y,N,N,POINT (-132.05 52.76666666666667)
1731,1060080,374,ADDENBROKE ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,513612700,-1275149900,PST,21.30,1060080,WCZ,,Climate-Staffed,C,1.0,4.0,CCG,GCC,Canadian Coast Guard,Garde côtière canadienne,1978-01-01T00:00:00,2024-03-17T00:00:00,1994-02-01T04:00:00,2001-12-13T13:00:00,1978-01-01T00:00:00,2024-03-17T00:00:00,1978-01-01T00:00:00,2007-02-01T00:00:00,Y,Y,N,POINT (-127.8638611111111 51.60352777777778)
1732,1060331,376,ALICE ARM,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,552800000,-1292800000,PST,1.50,1060331,,,N/A,G,1.0,8.0,,,,,1973-01-01T00:00:00,1978-12-01T00:00:00,,,1973-06-01T00:00:00,1978-09-30T00:00:00,1973-01-01T00:00:00,1978-12-01T00:00:00,Y,N,N,POINT (-129.4666666666667 55.46666666666667)
1733,1142164,1113,CRESTON WPCC,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490544000,-1163146000,PST,538.00,1142164,,,Climate-Staffed,D,1.0,5.0,,,,,1980-01-01T00:00:00,2006-10-31T00:00:00,,,1980-08-01T00:00:00,2006-10-31T00:00:00,1980-01-01T00:00:00,2006-10-01T00:00:00,Y,Y,N,POINT (-116.5294444444445 49.09555555555556)
1734,1142820,1117,FAUQUIER,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495219000,-1180403000,PST,490.00,1142820,WFS,,Climate-Staffed,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1913-01-01T00:00:00,2017-12-31T00:00:00,,,1913-02-01T00:00:00,2017-12-31T00:00:00,1913-01-01T00:00:00,2007-02-01T00:00:00,N,Y,N,POINT (-118.0675 49.87194444444444)
1735,1142845,1119,FERGUSON,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,504000000,-1172900000,PST,,1142845,,,N/A,,1.0,9.0,,,,,1908-01-01T00:00:00,1922-12-01T00:00:00,,,1908-06-01T00:00:00,1922-11-30T00:00:00,1908-01-01T00:00:00,1922-12-01T00:00:00,Y,N,N,POINT (-117.4833333333333 50.66666666666666)
1736,1060844,54338,BELLA COOLA AIRPORT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,522319000,-1263513000,PST,36.90,1060844,VBD,71533,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2015-11-26T12:00:00,2024-03-19T12:30:01,2015-11-26T12:00:00,2024-03-19T12:30:01,2015-12-09T00:00:00,2024-03-19T00:00:00,,,Y,N,Y,POINT (-126.5869444444444 52.38861111111111)
1737,2100636,1560,HERSCHEL ISLAND,YT,YUKON TERRITORY,YUKON,CAN,693405500,-1385448200,YST,1.20,2100636,WJN,71501,Climate-Auto,G,1.0,9.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1974-01-01T00:00:00,2024-03-19T12:30:01,1994-02-01T00:47:00,2024-03-19T12:30:01,1974-07-01T00:00:00,2024-03-19T00:00:00,1974-01-01T00:00:00,2007-01-01T00:00:00,Y,N,Y,POINT (-138.9133888888889 69.56819444444444)
1738,3013340,32395,HOLDEN AGDM,AB,ALBERTA,ALBERTA,CAN,531106009,-1121446004,MST,688.00,3013340,XHD,71227,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2001-01-20T19:20:00,2024-03-19T12:30:01,2001-01-20T19:20:00,2024-03-19T12:30:01,2002-11-01T00:00:00,2024-03-19T00:00:00,2002-12-01T00:00:00,2007-11-01T00:00:00,Y,N,N,POINT (-112.2461122222222 53.1850025)
1739,2202202,41884,FORT SMITH CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,600134000,-1115546000,MST,203.00,2202202,ZSM,71362,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-01T00:00:00,2024-03-19T12:30:01,2003-08-14T09:00:00,2024-03-19T12:30:01,2003-08-01T00:00:00,2024-03-19T00:00:00,2003-08-01T00:00:00,2007-11-01T00:00:00,Y,N,Y,POINT (-111.9294444444444 60.02611111111111)
1740,3035422,42729,RAYMOND AGDM,AB,ALBERTA,ALBERTA,CAN,492900000,-1124100000,MST,937.00,3035422,PRY,71536,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2004-06-01T00:00:00,2024-03-19T12:30:01,2004-06-16T06:00:00,2024-03-19T12:30:01,2004-06-01T00:00:00,2024-03-19T00:00:00,2004-06-01T00:00:00,2007-10-01T00:00:00,Y,N,N,POINT (-112.6833333333333 49.48333333333333)
1741,3035650,42731,ROSEMARY AGDM,AB,ALBERTA,ALBERTA,CAN,505000000,-1120300000,MST,714.00,3035650,PRO,71537,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2004-01-27T15:00:00,2024-03-19T12:30:01,2004-01-27T15:00:00,2024-03-19T12:30:01,2004-06-01T00:00:00,2024-03-19T00:00:00,2004-06-01T00:00:00,2007-10-01T00:00:00,Y,N,N,POINT (-112.05 50.83333333333334)
1742,1064288,399,KITIMAT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,540300000,-1284100000,PST,12.80,1064288,WKI,,Aviation-Staffed,E,1.0,6.0,,,,,1979-01-01T00:00:00,1994-12-01T00:00:00,1994-02-01T09:00:00,1994-05-20T15:00:00,1979-11-01T00:00:00,1994-04-30T00:00:00,1979-01-01T00:00:00,1994-12-01T00:00:00,Y,N,N,POINT (-128.6833333333333 54.05)
1743,1065130,410,MILL BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,550000000,-1294500000,PST,3.00,1065130,,,N/A,,1.0,9.0,,,,,1915-01-01T00:00:00,1959-12-01T00:00:00,,,1915-01-01T00:00:00,1959-03-31T00:00:00,1915-01-01T00:00:00,1959-12-01T00:00:00,Y,N,N,POINT (-129.75 55)
1744,1065310,413,NAMU,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,515200000,-1275200000,PST,2.00,1065310,,,N/A,G,1.0,9.0,,,,,1931-01-01T00:00:00,1985-12-01T00:00:00,,,1931-11-01T00:00:00,1985-05-31T00:00:00,1931-01-01T00:00:00,1985-12-01T00:00:00,Y,N,N,POINT (-127.8666666666667 51.86666666666667)
1745,1066336,419,PORT SIMPSON,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,543400000,-1302600000,PST,7.90,1066336,,,N/A,,1.0,9.0,,,,,1886-01-01T00:00:00,1910-12-01T00:00:00,,,1886-06-01T00:00:00,1910-06-30T00:00:00,1886-01-01T00:00:00,1910-12-01T00:00:00,Y,N,N,POINT (-130.4333333333333 54.56666666666667)
1746,1066481,422,PRINCE RUPERT A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,541733000,-1302641000,PST,35.40,1066481,,,Climate-Staffed,A,1.0,1.0,,,,,1961-08-16T07:00:00,2006-03-31T00:00:00,1961-08-16T07:00:00,2005-01-21T05:00:00,1962-05-01T00:00:00,2006-03-31T00:00:00,1962-01-01T00:00:00,2006-03-01T00:00:00,N,Y,Y,POINT (-130.4447222222222 54.2925)
1747,1145445,1140,NELSON 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493000000,-1171700000,PST,603.50,1145445,,,N/A,E,1.0,6.0,,,,,1955-01-01T00:00:00,1982-12-31T00:00:00,,,1955-11-01T00:00:00,1982-12-31T00:00:00,1955-01-01T00:00:00,1982-12-01T00:00:00,Y,N,N,POINT (-117.2833333333333 49.5)
1748,1147620,1153,SOUTH SLOCAN,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492736500,-1173122400,PST,457.20,1147620,,,Climate-Staffed,D,1.0,5.0,,,,,1940-01-01T00:00:00,2008-12-23T00:00:00,,,1940-10-01T00:00:00,2008-12-23T00:00:00,1940-01-01T00:00:00,2007-02-01T00:00:00,Y,N,N,POINT (-117.5228888888889 49.46013888888889)
1749,1148212,1156,TRAIL SUNNINGDALE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490800000,-1174400000,PST,432.80,1148212,,,N/A,,1.0,9.0,,,,,1959-01-01T00:00:00,1970-12-31T00:00:00,,,1959-10-01T00:00:00,1970-12-31T00:00:00,1959-01-01T00:00:00,1970-12-01T00:00:00,Y,N,N,POINT (-117.7333333333333 49.13333333333333)
1750,1148262,1157,TROUT LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,502000000,-1173000000,PST,717.80,1148262,,,N/A,G,1.0,8.0,,,,,1973-01-01T00:00:00,1976-12-01T00:00:00,,,1973-06-01T00:00:00,1976-04-30T00:00:00,1973-01-01T00:00:00,1976-12-01T00:00:00,Y,N,N,POINT (-117.5 50.33333333333334)
1751,1148957,1161,WILMER,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,503400000,-1161400000,PST,1005.80,1148957,,,N/A,,1.0,9.0,,,,,1909-01-01T00:00:00,1926-12-01T00:00:00,,,1909-09-01T00:00:00,1926-03-31T00:00:00,1909-01-01T00:00:00,1926-12-01T00:00:00,Y,N,N,POINT (-116.2333333333333 50.56666666666667)
1752,116CQAK,1215,KAMLOOPS DALLAS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,504000000,-1201000000,PST,346.00,116CQAK,,,N/A,G,1.0,9.0,,,,,1989-01-01T00:00:00,1989-12-01T00:00:00,,,1989-06-01T00:00:00,1989-11-30T00:00:00,1989-01-01T00:00:00,1989-12-01T00:00:00,Y,N,N,POINT (-120.1666666666667 50.66666666666666)
1753,116NJRF,1221,MONTE CREEK WEST,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,503900000,-1200100000,PST,363.00,116NJRF,,,Climate-Staffed,F,1.0,7.0,,,,,1986-01-01T00:00:00,1996-11-30T00:00:00,,,1986-07-01T00:00:00,1996-11-30T00:00:00,1986-01-01T00:00:00,1996-11-01T00:00:00,Y,N,N,POINT (-120.0166666666667 50.65)
1754,116NJ97,1223,MONTE LAKE PAXTON VALLEY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,503200000,-1194800000,PST,844.90,116NJ97,,,N/A,D,1.0,5.0,,,,,1972-01-01T00:00:00,1990-12-31T00:00:00,,,1972-04-01T00:00:00,1990-12-31T00:00:00,1972-01-01T00:00:00,1990-12-01T00:00:00,Y,N,N,POINT (-119.8 50.53333333333333)
1755,3055291,2430,PORCUPINE RS,AB,ALBERTA,ALBERTA,CAN,495800000,-1140700000,MST,1424.90,3055291,,,N/A,G,1.0,9.0,,,,,1968-01-01T00:00:00,1971-12-01T00:00:00,,,1968-05-01T00:00:00,1971-06-30T00:00:00,1968-01-01T00:00:00,1971-12-01T00:00:00,Y,N,N,POINT (-114.1166666666667 49.96666666666667)
1756,3055485,2433,RED DEER RS,AB,ALBERTA,ALBERTA,CAN,514000000,-1151300000,MST,1450.80,3055485,,,N/A,G,1.0,8.0,,,,,1958-01-01T00:00:00,1972-12-01T00:00:00,,,1958-07-01T00:00:00,1972-10-31T00:00:00,1958-01-01T00:00:00,1972-12-01T00:00:00,Y,N,N,POINT (-115.2166666666667 51.66666666666666)
1757,3056993,2443,WATERTON LAKES BAKER,AB,ALBERTA,ALBERTA,CAN,490300000,-1135400000,MST,1280.80,3056993,,,N/A,G,1.0,9.0,,,,,1970-01-01T00:00:00,1971-12-01T00:00:00,,,1970-11-01T00:00:00,1971-05-31T00:00:00,1970-01-01T00:00:00,1971-12-01T00:00:00,Y,N,N,POINT (-113.9 49.05)
1758,306BGCQ,2454,FREEMAN RIVER,AB,ALBERTA,ALBERTA,CAN,543300000,-1151800000,MST,821.00,306BGCQ,,,N/A,G,1.0,9.0,,,,,1989-01-01T00:00:00,2011-09-01T00:00:00,,,1989-06-01T00:00:00,2011-09-01T00:00:00,1989-01-01T00:00:00,2007-09-01T00:00:00,Y,N,N,POINT (-115.3 54.55)
1759,306CC41,2455,HINTON BLUE LAKE CENTRE,AB,ALBERTA,ALBERTA,CAN,532900000,-1174800000,MST,1158.20,306CC41,,,N/A,G,1.0,9.0,,,,,1983-01-01T00:00:00,1993-12-01T00:00:00,,,1983-06-01T00:00:00,1993-08-31T00:00:00,1983-01-01T00:00:00,1993-12-01T00:00:00,Y,N,N,POINT (-117.8 53.48333333333333)
1760,3060045,2460,ADAMS CREEK LO,AB,ALBERTA,ALBERTA,CAN,534300000,-1183400000,MST,2209.80,3060045,,,N/A,G,1.0,9.0,,,,,1962-01-01T00:00:00,2011-08-16T00:00:00,,,1962-05-01T00:00:00,2011-08-16T00:00:00,1962-01-01T00:00:00,2007-09-01T00:00:00,Y,N,N,POINT (-118.5666666666667 53.71666666666667)
1761,3060110,2461,ALGAR LO,AB,ALBERTA,ALBERTA,CAN,560700000,-1114700000,MST,780.30,3060110,,,N/A,E,1.0,9.0,,,,,1959-01-01T00:00:00,2011-08-23T00:00:00,,,1959-04-01T00:00:00,2011-08-23T00:00:00,1959-01-01T00:00:00,2007-09-01T00:00:00,Y,N,N,POINT (-111.7833333333333 56.11666666666667)
1762,3060235,2462,ANSELL LO,AB,ALBERTA,ALBERTA,CAN,533300000,-1163000000,MST,968.00,3060235,,,N/A,G,1.0,9.0,,,,,1960-01-01T00:00:00,2011-09-01T00:00:00,,,1960-06-01T00:00:00,2011-09-01T00:00:00,1960-01-01T00:00:00,2007-09-01T00:00:00,Y,N,N,POINT (-116.5 53.55)
1763,3060352,2470,ATHABASCA LANDING,AB,ALBERTA,ALBERTA,CAN,544300000,-1131700000,MST,502.90,3060352,,,N/A,,1.0,9.0,,,,,1900-01-01T00:00:00,1927-12-01T00:00:00,,,1900-04-01T00:00:00,1927-07-31T00:00:00,1900-01-01T00:00:00,1927-12-01T00:00:00,Y,N,N,POINT (-113.2833333333333 54.71666666666667)
1764,2202810,43004,NORMAN WELLS CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,651715090,-1264512084,MST,93.60,2202810,NVQ,71480,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-12-31T00:00:00,2024-03-19T12:30:01,2003-12-31T00:00:00,2024-03-19T12:30:01,2004-09-09T00:00:00,2024-03-19T00:00:00,2005-03-01T00:00:00,2007-11-01T00:00:00,Y,N,Y,POINT (-126.7533566666667 65.287525)
1765,3012233,43147,EDMONTON GARRISON,AB,ALBERTA,ALBERTA,CAN,533935000,-1132149000,MST,683.40,3012233,,,Climate-Staffed,,,,,,,,2004-10-17T00:00:00,2009-01-28T00:00:00,,,2004-10-17T00:00:00,2009-01-28T00:00:00,2004-11-01T00:00:00,2007-03-01T00:00:00,Y,N,N,POINT (-113.3636111111111 53.65972222222222)
1766,3044545,45767,MILK RIVER RIDGE RESERVOIR,AB,ALBERTA,ALBERTA,CAN,491702000,-1123218000,MST,1305.00,3044545,PRR,71015,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2007-03-01T00:00:00,2024-03-19T12:30:01,2007-03-06T11:00:00,2024-03-19T12:30:01,2007-03-01T00:00:00,2024-03-18T00:00:00,2007-03-01T00:00:00,2007-10-01T00:00:00,Y,N,N,POINT (-112.5383333333333 49.28388888888889)
1767,3012790,46131,GILT EDGE NORTH AGCM,AB,ALBERTA,ALBERTA,CAN,530415007,-1103715009,MST,647.00,3012790,PGE,71791,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2007-06-27T00:00:00,2024-03-19T12:30:01,2007-06-27T10:00:00,2024-03-19T12:30:01,2007-06-27T00:00:00,2024-03-19T00:00:00,,,Y,N,N,POINT (-110.6208358333333 53.07083527777777)
